Fecha;RAH;RAM;RAS;DECG;DECM;DECS
2451483.5;2;47;9.11;13;39;58.2
2451488.5;2;47;51.37;13;43;19.4
2451493.5;2;48;33.65;13;46;40.2
2451498.5;2;49;15.97;13;50;0.5
2451503.5;2;49;58.32;13;53;20.5
2451508.5;2;50;40.7;13;56;40.1
2451513.5;2;51;23.1;13;59;59.2
2451518.5;2;52;5.55;14;3;18
2451523.5;2;52;48.02;14;6;36.3
2451528.5;2;53;30.51;14;9;54.2
2451533.5;2;54;13.05;14;13;11.7
2451538.5;2;54;55.61;14;16;28.8
2451543.5;2;55;38.2;14;19;45.4
2451548.5;2;56;20.82;14;23;1.6
2451553.5;2;57;3.48;14;26;17.4
2451558.5;2;57;46.16;14;29;32.7
2451563.5;2;58;28.88;14;32;47.6
2451568.5;2;59;11.63;14;36;2.1
2451573.5;2;59;54.4;14;39;16.1
2451578.5;3;0;37.21;14;42;29.7
2451583.5;3;1;20.05;14;45;42.8
2451588.5;3;2;2.92;14;48;55.5
2451593.5;3;2;45.81;14;52;7.7
2451598.5;3;3;28.75;14;55;19.5
2451603.5;3;4;11.71;14;58;30.8
2451608.5;3;4;54.7;15;1;41.7
2451613.5;3;5;37.73;15;4;52.1
2451618.5;3;6;20.78;15;8;2
2451623.5;3;7;3.87;15;11;11.5
2451628.5;3;7;46.99;15;14;20.5
2451633.5;3;8;30.14;15;17;29
2451638.5;3;9;13.31;15;20;37.1
2451643.5;3;9;56.52;15;23;44.6
2451648.5;3;10;39.77;15;26;51.7
2451653.5;3;11;23.04;15;29;58.4
2451658.5;3;12;6.34;15;33;4.4
2451663.5;3;12;49.68;15;36;10.1
2451668.5;3;13;33.05;15;39;15.3
2451673.5;3;14;16.44;15;42;19.9
2451678.5;3;14;59.88;15;45;24
2451683.5;3;15;43.34;15;48;27.7
2451688.5;3;16;26.82;15;51;30.9
2451693.5;3;17;10.35;15;54;33.5
2451698.5;3;17;53.91;15;57;35.7
2451703.5;3;18;37.49;16;0;37.3
2451708.5;3;19;21.11;16;3;38.4
2451713.5;3;20;4.76;16;6;39.1
2451718.5;3;20;48.44;16;9;39.2
2451723.5;3;21;32.15;16;12;38.7
2451728.5;3;22;15.89;16;15;37.8
2451733.5;3;22;59.66;16;18;36.4
2451738.5;3;23;43.47;16;21;34.4
2451743.5;3;24;27.31;16;24;31.8
2451748.5;3;25;11.17;16;27;28.8
2451753.5;3;25;55.07;16;30;25.2
2451758.5;3;26;39.01;16;33;21.1
2451763.5;3;27;22.97;16;36;16.5
2451768.5;3;28;6.96;16;39;11.3
2451773.5;3;28;50.99;16;42;5.5
2451778.5;3;29;35.04;16;44;59.2
2451783.5;3;30;19.13;16;47;52.4
2451788.5;3;31;3.25;16;50;45
2451793.5;3;31;47.4;16;53;37.1
2451798.5;3;32;31.58;16;56;28.6
2451803.5;3;33;15.79;16;59;19.5
2451808.5;3;34;0.04;17;2;9.9
2451813.5;3;34;44.31;17;4;59.7
2451818.5;3;35;28.61;17;7;48.9
2451823.5;3;36;12.96;17;10;37.6
2451828.5;3;36;57.32;17;13;25.7
2451833.5;3;37;41.72;17;16;13.3
2451838.5;3;38;26.15;17;19;0.2
2451843.5;3;39;10.61;17;21;46.6
2451848.5;3;39;55.1;17;24;32.4
2451853.5;3;40;39.63;17;27;17.6
2451858.5;3;41;24.19;17;30;2.2
